PRODUCT_GENDER,STYLE_NUMBER,PRODUCT_URL,PRODUCT_NAME_C,PRODUCT_NAME_CLEAN,PRODUCT_COLOR,PRODUCT_WIDTH,ORDERS,PRODUCT_URL_NARROW,PRODUCT_URL_STANDARD,PRODUCT_URL_WIDE,PRODUCT_URL_EXTRAWIDE
Female,1012B046,https://www.asics.com/us/en-us/gel-kayano-28-d/p/ANA_1012B046-001.html,GEL-KAYANO 28 (D),GEL-KAYANO 28,BLACK/GRAPHITE GREY,Wide,346,https://www.asics.com/us/en-us/gel-kayano-28-2a/p/ANA_1012B048-003.html,https://www.asics.com/us/en-us/gel-kayano-28/p/ANA_1012B047-001.html,https://www.asics.com/us/en-us/gel-kayano-28-d/p/ANA_1012B046-001.html,
Female,1012A888,https://www.asics.com/us/en-us/gel-cumulus-23/p/ANA_1012A888-001.html,GEL-CUMULUS 23,GEL-CUMULUS 23,BLACK/WHITE,Standard,346,,https://www.asics.com/us/en-us/gel-cumulus-23/p/ANA_1012A888-001.html,https://www.asics.com/us/en-us/gel-cumulus-23-d/p/ANA_1012A889-001.html,
Female,1012B201,https://www.asics.com/us/en-us/gel-nimbus-24/p/ANA_1012B201-001.html,GEL-NIMBUS 24,GEL-NIMBUS 24,,Standard,345,,https://www.asics.com/us/en-us/gel-nimbus-24/p/ANA_1012B284-100.html,https://www.asics.com/us/en-us/gel-nimbus-24-d/p/ANA_1012B199-400.html,
Male,1011B361,https://www.asics.com/us/en-us/gel-nimbus-24-2e/p/ANA_1011B361-400.html,GEL-NIMBUS 24 (2E),GEL-NIMBUS 24,LAKE DRIVE/HAZARD GREEN,Wide,342,,https://www.asics.com/us/en-us/gel-nimbus-24/p/ANA_1011B359-400.html,https://www.asics.com/us/en-us/gel-nimbus-24-2e/p/ANA_1011B361-400.html,https://www.asics.com/us/en-us/gel-nimbus-24-4e/p/ANA_1011B363-002.html
Female,1012A888,https://www.asics.com/us/en-us/gel-cumulus-23/p/ANA_1012A888-602.html,GEL-CUMULUS 23,GEL-CUMULUS 23,FUCHSIA RED/CHAMPAGNE,Standard,341,,https://www.asics.com/us/en-us/gel-cumulus-23/p/ANA_1012A888-602.html,https://www.asics.com/us/en-us/gel-cumulus-23-d/p/ANA_1012A889-003.html,
Female,1012B046,https://www.asics.com/us/en-us/gel-kayano-28-d/p/ANA_1012B046-702.html,GEL-KAYANO 28 (D),GEL-KAYANO 28,,Wide,341,https://www.asics.com/us/en-us/gel-kayano-28-2a/p/ANA_1012B048-003.html,https://www.asics.com/us/en-us/gel-kayano-28/p/ANA_1012B047-021.html,https://www.asics.com/us/en-us/gel-kayano-28-d/p/ANA_1012B046-021.html,
Male,1011B188,https://www.asics.com/us/en-us/gel-kayano-28--2e/p/ANA_1011B188-004.html,GEL-KAYANO 28  (2E),GEL-KAYANO 28,,Wide,340,,https://www.asics.com/us/en-us/gel-kayano-28/p/ANA_1011B189-001.html,https://www.asics.com/us/en-us/gel-kayano-28--2e/p/ANA_1011B188-021.html,https://www.asics.com/us/en-us/gel-kayano-28-4e/p/ANA_1011B191-005.html
Female,1012A878,https://www.asics.com/us/en-us/gt-1000-10/p/ANA_1012A878-021.html,GT-1000 10,GT-1000 10,PIEDMONT GREY/PURE SILVER,Standard,338,,https://www.asics.com/us/en-us/gt-1000-10/p/ANA_1012A878-021.html,https://www.asics.com/us/en-us/gt-1000-10-d/p/ANA_1012A879-408.html,
Male,1011B040,https://www.asics.com/us/en-us/gel-contend-7/p/ANA_1011B040-409.html,GEL-CONTEND 7,GEL-CONTEND 7,FRENCH BLUE/BLACK,Standard,338,,https://www.asics.com/us/en-us/gel-contend-7/p/ANA_1011B040-409.html,,https://www.asics.com/us/en-us/gel-contend-7-4e/p/ANA_1011B392-020.html
Male,1011B012,https://www.asics.com/us/en-us/gel-cumulus-23/p/ANA_1011B012-408.html,GEL-CUMULUS 23,GEL-CUMULUS 23,FRENCH BLUE/SHOCKING ORANGE,Standard,336,,https://www.asics.com/us/en-us/gel-cumulus-23/p/ANA_1011B012-408.html,https://www.asics.com/us/en-us/gel-cumulus-23-2e/p/ANA_1011B014-003.html,https://www.asics.com/us/en-us/gel-cumulus-23-4e/p/ANA_1011B011-001.html
Male,1011B366,https://www.asics.com/us/en-us/gel-cumulus-24/p/ANA_1011B366-020.html,GEL-CUMULUS 24,GEL-CUMULUS 24,,Standard,335,,https://www.asics.com/us/en-us/gel-cumulus-24/p/ANA_1011B366-003.html,https://www.asics.com/us/en-us/gel-cumulus-24-2e/p/ANA_1011B365-020.html,https://www.asics.com/us/en-us/gel-cumulus-24-4e/p/ANA_1011B367-020.html
Male,1011B440,https://www.asics.com/us/en-us/gel-kayano-29/p/ANA_1011B440-001.html,GEL-KAYANO 29,GEL-KAYANO 29,,Standard,335,,https://www.asics.com/us/en-us/gel-kayano-29/p/ANA_1011B440-401.html,https://www.asics.com/us/en-us/gel-kayano-29-2e/p/ANA_1011B470-401.html,https://www.asics.com/us/en-us/gel-kayano-29-4e/p/ANA_1011B471-401.html
Female,1012B201,https://www.asics.com/us/en-us/gel-nimbus-24/p/ANA_1012B201-020.html,GEL-NIMBUS 24,GEL-NIMBUS 24,,Standard,334,,https://www.asics.com/us/en-us/gel-nimbus-24/p/ANA_1012B284-100.html,https://www.asics.com/us/en-us/gel-nimbus-24-d/p/ANA_1012B199-400.html,
Female,1012A888,https://www.asics.com/us/en-us/gel-cumulus-23/p/ANA_1012A888-419.html,GEL-CUMULUS 23,GEL-CUMULUS 23,,Standard,331,,https://www.asics.com/us/en-us/gel-cumulus-23/p/ANA_1012A888-020.html,https://www.asics.com/us/en-us/gel-cumulus-23-d/p/ANA_1012A889-003.html,
Male,1011B189,https://www.asics.com/us/en-us/gel-kayano-28/p/ANA_1011B189-020.html,GEL-KAYANO 28,GEL-KAYANO 28,SHEET ROCK/ORANGE POP,Standard,331,,https://www.asics.com/us/en-us/gel-kayano-28/p/ANA_1011B189-020.html,https://www.asics.com/us/en-us/gel-kayano-28--2e/p/ANA_1011B188-021.html,https://www.asics.com/us/en-us/gel-kayano-28-4e/p/ANA_1011B191-005.html
Male,1011B392,https://www.asics.com/us/en-us/gel-contend-7-4e/p/ANA_1011B392-020.html,GEL-CONTEND 7 (4E),GEL-CONTEND 7,,Extra Wide,329,,https://www.asics.com/us/en-us/gel-contend-7/p/ANA_1011B040-001.html,,https://www.asics.com/us/en-us/gel-contend-7-4e/p/ANA_1011B392-020.html
Female,1012B046,https://www.asics.com/us/en-us/gel-kayano-28-d/p/ANA_1012B046-700.html,GEL-KAYANO 28 (D),GEL-KAYANO 28,BLAZING CORAL/MIST,Wide,329,https://www.asics.com/us/en-us/gel-kayano-28-2a/p/ANA_1012B048-003.html,https://www.asics.com/us/en-us/gel-kayano-28/p/ANA_1012B047-700.html,https://www.asics.com/us/en-us/gel-kayano-28-d/p/ANA_1012B046-700.html,
Male,1011A206,https://www.asics.com/us/en-us/jolt-2-4e/p/ANA_1011A206-003.html,Jolt 2 (4E),JOLT 2,BLACK/BLACK,Extra Wide,328,,https://www.asics.com/us/en-us/jolt-2/p/ANA_1011A167-407.html,,https://www.asics.com/us/en-us/jolt-2-4e/p/ANA_1011A206-003.html
Female,1012B035,https://www.asics.com/us/en-us/gel-pulse-13/p/ANA_1012B035-100.html,GEL-PULSE 13,GEL-PULSE 13,,Standard,327,,https://www.asics.com/us/en-us/gel-pulse-13/p/ANA_1012B035-100.html,https://www.asics.com/us/en-us/gel-pulse-13-d/p/ANA_1012B037-001.html,
Female,1012A888,https://www.asics.com/us/en-us/gel-cumulus-23/p/ANA_1012A888-019.html,GEL-CUMULUS 23,GEL-CUMULUS 23,BLACK/BLAZING CORAL,Standard,326,,https://www.asics.com/us/en-us/gel-cumulus-23/p/ANA_1012A888-019.html,https://www.asics.com/us/en-us/gel-cumulus-23-d/p/ANA_1012A889-003.html,
Male,1011B004,https://www.asics.com/us/en-us/gel-nimbus-23/p/ANA_1011B004-007.html,GEL-NIMBUS 23,GEL-NIMBUS 23,BLACK/ELECTRIC RED,Standard,326,,https://www.asics.com/us/en-us/gel-nimbus-23/p/ANA_1011B004-007.html,https://www.asics.com/us/en-us/gel-nimbus-23-2e/p/ANA_1011B006-007.html,https://www.asics.com/us/en-us/gel-nimbus-23-4e/p/ANA_1011B005-001.html
Male,1011B039,https://www.asics.com/us/en-us/gel-contend-7-4e/p/ANA_1011B039-001.html,GEL-CONTEND 7 (4E),GEL-CONTEND 7,,Extra Wide,326,,https://www.asics.com/us/en-us/gel-contend-7/p/ANA_1011B040-001.html,,https://www.asics.com/us/en-us/gel-contend-7-4e/p/ANA_1011B392-020.html
Female,1012A910,https://www.asics.com/us/en-us/gel-contend-7-d/p/ANA_1012A910-027.html,GEL-CONTEND 7 (D),GEL-CONTEND 7,METROPOLIS/MUARASAKI,Wide,324,,https://www.asics.com/us/en-us/gel-contend-7/p/ANA_1012A911-001.html,https://www.asics.com/us/en-us/gel-contend-7-d/p/ANA_1012A910-027.html,
Male,1011B359,https://www.asics.com/us/en-us/gel-nimbus-24/p/ANA_1011B359-100.html,GEL-NIMBUS 24,GEL-NIMBUS 24,,Standard,324,,https://www.asics.com/us/en-us/gel-nimbus-24/p/ANA_1011B359-002.html,https://www.asics.com/us/en-us/gel-nimbus-24-2e/p/ANA_1011B361-001.html,https://www.asics.com/us/en-us/gel-nimbus-24-4e/p/ANA_1011B363-002.html
Male,1011B041,https://www.asics.com/us/en-us/jolt-3-4e/p/ANA_1011B041-403.html,JOLT 3 (4E),JOLT 3,MAKO BLUE/BLACK,Extra Wide,323,,https://www.asics.com/us/en-us/jolt-3/p/ANA_1011B034-403.html,https://www.asics.com/us/en-us/jolt-3-2e/p/ANA_1011B389-020.html,https://www.asics.com/us/en-us/jolt-3-4e/p/ANA_1011B041-403.html
Male,1011B012,https://www.asics.com/us/en-us/gel-cumulus-23/p/ANA_1011B012-001.html,GEL-CUMULUS 23,GEL-CUMULUS 23,,Standard,321,,https://www.asics.com/us/en-us/gel-cumulus-23/p/ANA_1011B012-002.html,https://www.asics.com/us/en-us/gel-cumulus-23-2e/p/ANA_1011B014-003.html,https://www.asics.com/us/en-us/gel-cumulus-23-4e/p/ANA_1011B011-001.html
Female,1012A651,https://www.asics.com/us/en-us/gt-1000-9/p/ANA_1012A651-002.html,GT-1000 9,GT-1000 9,BLACK/PURE SILVER,Standard,321,,https://www.asics.com/us/en-us/gt-1000-9/p/ANA_1012A651-002.html,https://www.asics.com/us/en-us/gt-1000-9-d/p/ANA_1012A695-020.html,
Female,1012B047,https://www.asics.com/us/en-us/gel-kayano-28/p/ANA_1012B047-701.html,GEL-KAYANO 28,GEL-KAYANO 28,,Standard,319,https://www.asics.com/us/en-us/gel-kayano-28-2a/p/ANA_1012B048-003.html,https://www.asics.com/us/en-us/gel-kayano-28/p/ANA_1012B047-021.html,https://www.asics.com/us/en-us/gel-kayano-28-d/p/ANA_1012B046-021.html,
Male,1201A366,https://www.asics.com/us/en-us/gel-venture-6/p/ANA_1201A366-001.html,GEL-VENTURE 6,GEL-VENTURE 6,BLACK/BLACK,Standard,317,,https://www.asics.com/us/en-us/gel-venture-6/p/ANA_1201A366-001.html,,https://www.asics.com/us/en-us/gel-venture-6-4e/p/ANA_T7G3Q-9616.html
Female,1012A859,https://www.asics.com/us/en-us/gt-2000-9/p/ANA_1012A859-400.html,GT-2000 9,GT-2000 9,MAKO BLUE/GREY FLOSS,Standard,314,https://www.asics.com/us/en-us/gt-2000-9-2a/p/ANA_1012A863-400.html,https://www.asics.com/us/en-us/gt-2000-9/p/ANA_1012A859-400.html,https://www.asics.com/us/en-us/gt-2000-9-d/p/ANA_1012A861-400.html,
Male,1011A987,https://www.asics.com/us/en-us/gt-2000-9-4e/p/ANA_1011A987-020.html,GT-2000 9 (4E),GT-2000 9,,Extra Wide,314,,https://www.asics.com/us/en-us/gt-2000-9/p/ANA_1011A983-401.html,https://www.asics.com/us/en-us/gt-2000-9-2e/p/ANA_1011A984-002.html,https://www.asics.com/us/en-us/gt-2000-9-4e/p/ANA_1011A987-020.html
Female,1012B046,https://www.asics.com/us/en-us/gel-kayano-28-d/p/ANA_1012B046-402.html,GEL-KAYANO 28 (D),GEL-KAYANO 28,,Wide,313,https://www.asics.com/us/en-us/gel-kayano-28-2a/p/ANA_1012B048-003.html,https://www.asics.com/us/en-us/gel-kayano-28/p/ANA_1012B047-021.html,https://www.asics.com/us/en-us/gel-kayano-28-d/p/ANA_1012B046-021.html,
Female,1012B199,https://www.asics.com/us/en-us/gel-nimbus-24-d/p/ANA_1012B199-002.html,GEL-NIMBUS 24 (D),GEL-NIMBUS 24,BLACK/BLACK,Wide,313,,https://www.asics.com/us/en-us/gel-nimbus-24/p/ANA_1012B201-002.html,https://www.asics.com/us/en-us/gel-nimbus-24-d/p/ANA_1012B199-002.html,
Female,1012A879,https://www.asics.com/us/en-us/gt-1000-10-d/p/ANA_1012A879-407.html,GT-1000 10 (D),GT-1000 10,FRENCH BLUE/DIGITAL GRAPE,Wide,313,,https://www.asics.com/us/en-us/gt-1000-10/p/ANA_1012A878-407.html,https://www.asics.com/us/en-us/gt-1000-10-d/p/ANA_1012A879-407.html,
Female,1012A878,https://www.asics.com/us/en-us/gt-1000-10/p/ANA_1012A878-406.html,GT-1000 10,GT-1000 10,THUNDER BLUE/FRENCH BLUE,Standard,312,,https://www.asics.com/us/en-us/gt-1000-10/p/ANA_1012A878-406.html,https://www.asics.com/us/en-us/gt-1000-10-d/p/ANA_1012A879-408.html,
Male,1011A826,https://www.asics.com/us/en-us/gel-venture-8-4e/p/ANA_1011A826-401.html,GEL-VENTURE 8 (4E),GEL-VENTURE 8,MAKO BLUE/BLACK,Extra Wide,311,,https://www.asics.com/us/en-us/gel-venture-8/p/ANA_1011A824-401.html,,https://www.asics.com/us/en-us/gel-venture-8-4e/p/ANA_1011A826-401.html
Male,1011B445,https://www.asics.com/us/en-us/novablast-2/p/ANA_1011B445-400.html,NOVABLAST 2,NOVABLAST 2,DEEP SEAL TEAL/GLOW YELLOW,Standard,311,,https://www.asics.com/us/en-us/novablast-2/p/ANA_1011B445-400.html,https://www.asics.com/us/en-us/novablast-2-2e/p/ANA_1011B398-001.html,
Male,1011B107,https://www.asics.com/us/en-us/gel-cumulus-22/p/ANA_1011B107-100.html,GEL-CUMULUS 22,GEL-CUMULUS 22,WHITE/CLASSIC RED,Standard,310,,https://www.asics.com/us/en-us/gel-cumulus-22/p/ANA_1011B107-100.html,,https://www.asics.com/us/en-us/gel-cumulus-22-4e/p/ANA_1011A863-021.html
Female,1042A072,https://www.asics.com/us/en-us/gel-resolution-8/p/ANA_1042A072-501.html,GEL-Resolution 8,GEL-RESOLUTION 8,MURASAKI/WHITE,Standard,309,,https://www.asics.com/us/en-us/gel-resolution-8/p/ANA_1042A072-501.html,https://www.asics.com/us/en-us/gel-resolution-8-d/p/ANA_1042A097-406.html,
Male,1011B454,https://www.asics.com/us/en-us/gel-nimbus-24/p/ANA_1011B454-100.html,GEL-NIMBUS 24,GEL-NIMBUS 24,WHITE/BLACK,Standard,308,,https://www.asics.com/us/en-us/gel-nimbus-24/p/ANA_1011B359-100.html,https://www.asics.com/us/en-us/gel-nimbus-24-2e/p/ANA_1011B361-001.html,https://www.asics.com/us/en-us/gel-nimbus-24-4e/p/ANA_1011B363-002.html
Male,1011A657,https://www.asics.com/us/en-us/gel-excite-7/p/ANA_1011A657-001.html,GEL-Excite 7,GEL-EXCITE 7,,Standard,308,,https://www.asics.com/us/en-us/gel-excite-7/p/ANA_1011A657-001.html,,https://www.asics.com/us/en-us/gel-excite-7-4e/p/ANA_1011A656-001.html
Female,1012B201,https://www.asics.com/us/en-us/gel-nimbus-24/p/ANA_1012B201-101.html,GEL-NIMBUS 24,GEL-NIMBUS 24,,Standard,306,,https://www.asics.com/us/en-us/gel-nimbus-24/p/ANA_1012B284-100.html,https://www.asics.com/us/en-us/gel-nimbus-24-d/p/ANA_1012B199-400.html,
Male,1011B191,https://www.asics.com/us/en-us/gel-kayano-28-4e/p/ANA_1011B191-003.html,GEL-KAYANO 28 (4E),GEL-KAYANO 28,BLACK/WHITE,Extra Wide,306,,https://www.asics.com/us/en-us/gel-kayano-28/p/ANA_1011B189-003.html,https://www.asics.com/us/en-us/gel-kayano-28--2e/p/ANA_1011B188-003.html,https://www.asics.com/us/en-us/gel-kayano-28-4e/p/ANA_1011B191-003.html
Female,1012A878,https://www.asics.com/us/en-us/gt-1000-10/p/ANA_1012A878-101.html,GT-1000 10,GT-1000 10,WHITE/PURE SILVER,Standard,305,,https://www.asics.com/us/en-us/gt-1000-10/p/ANA_1012A878-101.html,https://www.asics.com/us/en-us/gt-1000-10-d/p/ANA_1012A879-408.html,
Female,1012A151,https://www.asics.com/us/en-us/jolt-2/p/ANA_1012A151-020.html,Jolt 2,JOLT 2,,Standard,304,,https://www.asics.com/us/en-us/jolt-2/p/ANA_1012A151-702.html,https://www.asics.com/us/en-us/jolt-2-d/p/ANA_1012A188-003.html,
Female,1012B201,https://www.asics.com/us/en-us/gel-nimbus-24/p/ANA_1012B201-400.html,GEL-NIMBUS 24,GEL-NIMBUS 24,,Standard,304,,https://www.asics.com/us/en-us/gel-nimbus-24/p/ANA_1012B284-100.html,https://www.asics.com/us/en-us/gel-nimbus-24-d/p/ANA_1012B199-400.html,
Male,1011B001,https://www.asics.com/us/en-us/gt-1000-10/p/ANA_1011B001-402.html,GT-1000 10,GT-1000 10,REBORN BLUE/BLACK,Standard,304,,https://www.asics.com/us/en-us/gt-1000-10/p/ANA_1011B001-402.html,,https://www.asics.com/us/en-us/gt-1000-10-4e/p/ANA_1011A999-402.html
Female,1012B199,https://www.asics.com/us/en-us/gel-nimbus-24-d/p/ANA_1012B199-020.html,GEL-NIMBUS 24 (D),GEL-NIMBUS 24,PIEDMONT GREY/LIME GREEN,Wide,304,,https://www.asics.com/us/en-us/gel-nimbus-24/p/ANA_1012B201-020.html,https://www.asics.com/us/en-us/gel-nimbus-24-d/p/ANA_1012B199-020.html,
Male,1011B011,https://www.asics.com/us/en-us/gel-cumulus-23-4e/p/ANA_1011B011-001.html,GEL-CUMULUS 23 (4E),GEL-CUMULUS 23,BLACK/WHITE,Extra Wide,303,,https://www.asics.com/us/en-us/gel-cumulus-23/p/ANA_1011B012-001.html,https://www.asics.com/us/en-us/gel-cumulus-23-2e/p/ANA_1011B014-001.html,https://www.asics.com/us/en-us/gel-cumulus-23-4e/p/ANA_1011B011-001.html
Male,1011B363,https://www.asics.com/us/en-us/gel-nimbus-24-4e/p/ANA_1011B363-002.html,GEL-NIMBUS 24 (4E),GEL-NIMBUS 24,,Extra Wide,303,,https://www.asics.com/us/en-us/gel-nimbus-24/p/ANA_1011B359-002.html,https://www.asics.com/us/en-us/gel-nimbus-24-2e/p/ANA_1011B361-001.html,https://www.asics.com/us/en-us/gel-nimbus-24-4e/p/ANA_1011B363-002.html
Female,1012A888,https://www.asics.com/us/en-us/gel-cumulus-23/p/ANA_1012A888-002.html,GEL-CUMULUS 23,GEL-CUMULUS 23,,Standard,303,,https://www.asics.com/us/en-us/gel-cumulus-23/p/ANA_1012A888-020.html,https://www.asics.com/us/en-us/gel-cumulus-23-d/p/ANA_1012A889-003.html,
Male,1071A081,https://www.asics.com/us/en-us/gel-rocket-10-2e/p/ANA_1071A081-404.html,GEL-ROCKET 10 (2E),GEL-ROCKET 10,PEACOAT/PURE SILVER,Wide,303,,https://www.asics.com/us/en-us/gel-rocket-10/p/ANA_1071A054-009.html,https://www.asics.com/us/en-us/gel-rocket-10-2e/p/ANA_1071A081-404.html,
Female,1012A888,https://www.asics.com/us/en-us/gel-cumulus-23/p/ANA_1012A888-502.html,GEL-CUMULUS 23,GEL-CUMULUS 23,,Standard,303,,https://www.asics.com/us/en-us/gel-cumulus-23/p/ANA_1012A888-020.html,https://www.asics.com/us/en-us/gel-cumulus-23-d/p/ANA_1012A889-003.html,
Male,1011B359,https://www.asics.com/us/en-us/gel-nimbus-24/p/ANA_1011B359-401.html,GEL-NIMBUS 24,GEL-NIMBUS 24,,Standard,302,,https://www.asics.com/us/en-us/gel-nimbus-24/p/ANA_1011B359-002.html,https://www.asics.com/us/en-us/gel-nimbus-24-2e/p/ANA_1011B361-001.html,https://www.asics.com/us/en-us/gel-nimbus-24-4e/p/ANA_1011B363-002.html
Male,1011B359,https://www.asics.com/us/en-us/gel-nimbus-24/p/ANA_1011B359-300.html,GEL-NIMBUS 24,GEL-NIMBUS 24,OLIVE CANVAS/GUNMETAL,Standard,300,,https://www.asics.com/us/en-us/gel-nimbus-24/p/ANA_1011B359-300.html,https://www.asics.com/us/en-us/gel-nimbus-24-2e/p/ANA_1011B361-001.html,https://www.asics.com/us/en-us/gel-nimbus-24-4e/p/ANA_1011B363-002.html
Male,1011A167,https://www.asics.com/us/en-us/jolt-2/p/ANA_1011A167-020.html,Jolt 2,JOLT 2,STONE GREY/STEEL GREY,Standard,300,,https://www.asics.com/us/en-us/jolt-2/p/ANA_1011A167-020.html,,https://www.asics.com/us/en-us/jolt-2-4e/p/ANA_1011A206-020.html
Female,1012B228,https://www.asics.com/us/en-us/gel-contend-7/p/ANA_1012B228-400.html,GEL-CONTEND 7,GEL-CONTEND 7,MIDNIGHT BLUE/HOT PINK,Standard,300,,https://www.asics.com/us/en-us/gel-contend-7/p/ANA_1012B228-400.html,https://www.asics.com/us/en-us/gel-contend-7-d/p/ANA_1012A910-022.html,
Female,1012B206,https://www.asics.com/us/en-us/gel-cumulus-24/p/ANA_1012B206-020.html,GEL-CUMULUS 24,GEL-CUMULUS 24,CARRIER GREY/WHITE,Standard,300,https://www.asics.com/us/en-us/gel-cumulus-24-2a/p/ANA_1012B207-020.html,https://www.asics.com/us/en-us/gel-cumulus-24/p/ANA_1012B206-020.html,https://www.asics.com/us/en-us/gel-cumulus-24-d/p/ANA_1012B205-020.html,
Male,1011B188,https://www.asics.com/us/en-us/gel-kayano-28--2e/p/ANA_1011B188-004.html,GEL-KAYANO 28  (2E),GEL-KAYANO 28,BLACK/HAZARD GREEN,Wide,300,,https://www.asics.com/us/en-us/gel-kayano-28/p/ANA_1011B189-004.html,https://www.asics.com/us/en-us/gel-kayano-28--2e/p/ANA_1011B188-004.html,https://www.asics.com/us/en-us/gel-kayano-28-4e/p/ANA_1011B191-005.html
Female,1012A741,https://www.asics.com/us/en-us/gel-cumulus-22/p/ANA_1012A741-020.html,GEL-CUMULUS 22,GEL-CUMULUS 22,,Standard,300,,https://www.asics.com/us/en-us/gel-cumulus-22/p/ANA_1012A741-001.html,https://www.asics.com/us/en-us/gel-cumulus-22-d/p/ANA_1012A738-020.html,
Female,1012A562,https://www.asics.com/us/en-us/gel-excite-7/p/ANA_1012A562-022.html,GEL-Excite 7,GEL-EXCITE 7,SHEET ROCK/PURE SILVER,Standard,299,,https://www.asics.com/us/en-us/gel-excite-7/p/ANA_1012A562-022.html,https://www.asics.com/us/en-us/gel-excite-7-d/p/ANA_1012A561-022.html,
Female,1012A908,https://www.asics.com/us/en-us/jolt-3/p/ANA_1012A908-002.html,JOLT 3,JOLT 3,BLACK/GRAPHITE GREY,Standard,298,,https://www.asics.com/us/en-us/jolt-3/p/ANA_1012A908-002.html,https://www.asics.com/us/en-us/jolt-3-d/p/ANA_1012A909-002.html,
Male,1011B039,https://www.asics.com/us/en-us/gel-contend-7-4e/p/ANA_1011B039-408.html,GEL-CONTEND 7 (4E),GEL-CONTEND 7,LAKE DRIVE/MAKO BLUE,Extra Wide,298,,https://www.asics.com/us/en-us/gel-contend-7/p/ANA_1011B040-408.html,,https://www.asics.com/us/en-us/gel-contend-7-4e/p/ANA_1011B039-408.html
Female,1012A627,https://www.asics.com/us/en-us/gel-venture-7/p/ANA_1012A627-020.html,GEL-VENTURE 7,GEL-VENTURE 7,SHEET ROCK/FAWN,Standard,297,,https://www.asics.com/us/en-us/gel-venture-7/p/ANA_1012A627-020.html,https://www.asics.com/us/en-us/gel-venture-7-d/p/ANA_1012B041-021.html,
Female,1012B045,https://www.asics.com/us/en-us/gt-2000-10/p/ANA_1012B045-403.html,GT-2000 10,GT-2000 10,,Standard,297,https://www.asics.com/us/en-us/gt-2000-10-2a/p/ANA_1012B042-020.html,https://www.asics.com/us/en-us/gt-2000-10/p/ANA_1012B045-700.html,https://www.asics.com/us/en-us/gt-2000-10-2e/p/ANA_1012B043-402.html,
Female,1012A627,https://www.asics.com/us/en-us/gel-venture-7/p/ANA_1012A627-020.html,GEL-VENTURE 7,GEL-VENTURE 7,SHEET ROCK/FAWN,Standard,297,,https://www.asics.com/us/en-us/gel-venture-7/p/ANA_1012A627-020.html,https://www.asics.com/us/en-us/gel-venture-7-d/p/ANA_1012A477-001.html,
Female,1012B045,https://www.asics.com/us/en-us/gt-2000-10/p/ANA_1012B045-403.html,GT-2000 10,GT-2000 10,,Standard,297,https://www.asics.com/us/en-us/gt-2000-10-2a/p/ANA_1012B042-020.html,https://www.asics.com/us/en-us/gt-2000-10/p/ANA_1012B045-700.html,https://www.asics.com/us/en-us/gt-2000-10-d/p/ANA_1012B044-002.html,
Male,1011B012,https://www.asics.com/us/en-us/gel-cumulus-23/p/ANA_1011B012-001.html,GEL-CUMULUS 23,GEL-CUMULUS 23,BLACK/WHITE,Standard,296,,https://www.asics.com/us/en-us/gel-cumulus-23/p/ANA_1011B012-001.html,https://www.asics.com/us/en-us/gel-cumulus-23-2e/p/ANA_1011B014-001.html,https://www.asics.com/us/en-us/gel-cumulus-23-4e/p/ANA_1011B011-001.html
Female,1012A878,https://www.asics.com/us/en-us/gt-1000-10/p/ANA_1012A878-701.html,GT-1000 10,GT-1000 10,PEARL PINK/SMOKEY ROSE,Standard,295,,https://www.asics.com/us/en-us/gt-1000-10/p/ANA_1012A878-701.html,https://www.asics.com/us/en-us/gt-1000-10-d/p/ANA_1012A879-408.html,
Male,1011A826,https://www.asics.com/us/en-us/gel-venture-8-4e/p/ANA_1011A826-003.html,GEL-VENTURE 8 (4E),GEL-VENTURE 8,BLACK/DIRECTOIRE BLUE,Extra Wide,295,,https://www.asics.com/us/en-us/gel-venture-8/p/ANA_1011A824-003.html,,https://www.asics.com/us/en-us/gel-venture-8-4e/p/ANA_1011A826-003.html
Female,1012B206,https://www.asics.com/us/en-us/gel-cumulus-24/p/ANA_1012B206-300.html,GEL-CUMULUS 24,GEL-CUMULUS 24,OASIS GREEN/BLACK,Standard,294,https://www.asics.com/us/en-us/gel-cumulus-24-2a/p/ANA_1012B207-020.html,https://www.asics.com/us/en-us/gel-cumulus-24/p/ANA_1012B206-300.html,https://www.asics.com/us/en-us/gel-cumulus-24-d/p/ANA_1012B205-300.html,
Female,1012A976,https://www.asics.com/us/en-us/gel-cumulus-22/p/ANA_1012A976-100.html,GEL-CUMULUS 22,GEL-CUMULUS 22,,Standard,293,,https://www.asics.com/us/en-us/gel-cumulus-22/p/ANA_1012A741-001.html,https://www.asics.com/us/en-us/gel-cumulus-22-d/p/ANA_1012A738-020.html,
Female,1012A878,https://www.asics.com/us/en-us/gt-1000-10/p/ANA_1012A878-021.html,GT-1000 10,GT-1000 10,,Standard,291,,https://www.asics.com/us/en-us/gt-1000-10/p/ANA_1012A878-006.html,https://www.asics.com/us/en-us/gt-1000-10-d/p/ANA_1012A879-408.html,
Female,1012A861,https://www.asics.com/us/en-us/gt-2000-9-d/p/ANA_1012A861-002.html,GT-2000 9 (D),GT-2000 9,BLACK/BLACK,Wide,291,https://www.asics.com/us/en-us/gt-2000-9-2a/p/ANA_1012A863-400.html,https://www.asics.com/us/en-us/gt-2000-9/p/ANA_1012A859-002.html,https://www.asics.com/us/en-us/gt-2000-9-d/p/ANA_1012A861-002.html,
